metabolite_id	metabolite_name	metabolite_formula
m_000_01591c	CMP-2-aminoethylphosphonate	C11H20N4O10P2
m_000_01592c	CMP-N-acetylneuraminate	C20H31N4O16P
m_000_01592g	CMP-N-acetylneuraminate	C20H31N4O16P
m_000_01592n	CMP-N-acetylneuraminate	C20H31N4O16P
m_000_01593c	CMP-neuNGc	C20H31N4O17P
m_000_01594c	CMP-N-trimethyl-2-aminoethylphosphonate	C14H26N4O10P2
m_000_01595c	CO	CO
m_000_01595s	CO	CO
m_000_01596c	CO2	CO2
m_000_01596g	CO2	CO2
m_000_01596m	CO2	CO2
m_000_01596p	CO2	CO2
m_000_01596r	CO2	CO2
m_000_01596s	CO2	CO2
m_000_01597c	CoA	C21H36N7O16P3S
m_000_01597g	CoA	C21H36N7O16P3S
m_000_01597l	CoA	C21H36N7O16P3S
m_000_01597m	CoA	C21H36N7O16P3S
m_000_01597n	CoA	C21H36N7O16P3S
m_000_01597p	CoA	C21H36N7O16P3S
m_000_01597r	CoA	C21H36N7O16P3S
m_000_01598m	cob(I)alamin	C62H89CoN13O14P
m_000_01599c	cob(II)alamin	C62H90CoN13O14P
m_000_01599m	cob(II)alamin	C62H90CoN13O14P
m_000_01600m	cobamide-coenzyme	C72H100CoN18O17P
m_000_01601c	cocaine	C17H21NO4
m_000_01601r	cocaine	C17H21NO4
m_000_01603c	coproporphyrin I	C36H38N4O8
m_000_01603s	coproporphyrin I	C36H38N4O8
m_000_01604c	coproporphyrin III	C36H38N4O8
m_000_01604s	coproporphyrin III	C36H38N4O8
m_000_01605c	coproporphyrinogen I	C36H44N4O8
m_000_01606c	coproporphyrinogen III	C36H44N4O8
m_000_01607g	core 2	C22H37N2O15X
m_000_01608g	core 3	C16H27N2O10X
m_000_01609g	core 4	C24H40N3O15X
m_000_01610g	core 5	C16H27N2O10X
m_000_01610c	core 5	C16H27N2O10X
m_000_01610s	core 5	C16H27N2O10X
m_000_01611g	core 6	C16H27N2O10X
m_000_01611l	core 6	C16H27N2O10X
m_000_01612g	core 7	C16H27N2O10X
m_000_01612c	core 7	C16H27N2O10X
m_000_01612s	core 7	C16H27N2O10X
m_000_01613g	core 8	C14H24NO10X
m_000_01613c	core 8	C14H24NO10X
m_000_01613s	core 8	C14H24NO10X
m_000_01614c	corticosterone	C21H30O4
m_000_01614m	corticosterone	C21H30O4
m_000_01614r	corticosterone	C21H30O4
m_000_01614s	corticosterone	C21H30O4
m_000_01615c	cortisol	C21H30O5
m_000_01615m	cortisol	C21H30O5
m_000_01615r	cortisol	C21H30O5
m_000_01615s	cortisol	C21H30O5
m_000_01616c	cortisone	C21H28O5
m_000_01616r	cortisone	C21H28O5
m_000_01617c	coumarin	C9H6O2
m_000_01617s	coumarin	C9H6O2
m_000_01618c	cPMP	C10H14N5O8P
m_000_01619c	creatine	C4H9N3O2
m_000_01619m	creatine	C4H9N3O2
m_000_01619s	creatine	C4H9N3O2
m_000_01620c	creatine-phosphate	C4H8N3O5P
m_000_01620m	creatine-phosphate	C4H8N3O5P
m_000_01621c	creatinine	C4H7N3O
m_000_01621s	creatinine	C4H7N3O
m_000_01622m	crotonyl-CoA	C25H40N7O17P3S
m_000_01622p	crotonyl-CoA	C25H40N7O17P3S
m_000_01623c	CTP	C9H16N3O14P3
m_000_01623m	CTP	C9H16N3O14P3
m_000_01623n	CTP	C9H16N3O14P3
m_000_01623s	CTP	C9H16N3O14P3
m_000_01624c	Cu2+	Cu
m_000_01624s	Cu2+	Cu
m_000_01625c	cyclic-3-hydroxymelatonin	C13H16N2O3
m_000_01626c	cys-gly	C5H10N2O3S
m_000_01626s	cys-gly	C5H10N2O3S
m_000_01627c	cysteamine	C2H7NS
m_000_01628c	cysteine	C3H7NO2S
m_000_01628l	cysteine	C3H7NO2S
m_000_01628m	cysteine	C3H7NO2S
m_000_01628s	cysteine	C3H7NO2S
m_000_01629c	cystine	C6H12N2O4S2
m_000_01629s	cystine	C6H12N2O4S2
m_000_01630c	cytidine	C9H13N3O5
m_000_01630l	cytidine	C9H13N3O5
m_000_01630m	cytidine	C9H13N3O5
m_000_01630n	cytidine	C9H13N3O5
m_000_01630s	cytidine	C9H13N3O5
m_000_01631m	cytochrome-C	C42H44FeN8O8S2R4
m_000_01632c	cytosine	C4H5N3O
m_000_01632s	cytosine	C4H5N3O
m_000_01633c	D-3-amino-isobutanoate	C4H9NO2
m_000_01633m	D-3-amino-isobutanoate	C4H9NO2
m_000_01633s	D-3-amino-isobutanoate	C4H9NO2
m_000_01634c	D-3-hydroxydodecanoyl-[ACP]	C12H23O2SR
m_000_01635c	D-3-hydroxyhexanoyl-[ACP]	C6H11O2SR
m_000_01636c	D-4-phosphopantothenate	C9H18NO8P
m_000_01637c	dADP	C10H15N5O9P2
m_000_01637m	dADP	C10H15N5O9P2
m_000_01637n	dADP	C10H15N5O9P2
m_000_01638c	D-alanine	C3H7NO2
m_000_01638l	D-alanine	C3H7NO2
m_000_01638p	D-alanine	C3H7NO2
m_000_01638s	D-alanine	C3H7NO2
m_000_01639c	dAMP	C10H14N5O6P
m_000_01639l	dAMP	C10H14N5O6P
m_000_01640c	D-arginine	C6H14N4O2
m_000_01640p	D-arginine	C6H14N4O2
m_000_01640s	D-arginine	C6H14N4O2
m_000_01641c	D-aspartate	C4H7NO4
m_000_01641p	D-aspartate	C4H7NO4
m_000_01641s	D-aspartate	C4H7NO4
m_000_01642c	dATP	C10H16N5O12P3
m_000_01642m	dATP	C10H16N5O12P3
m_000_01642n	dATP	C10H16N5O12P3
m_000_01643c	dCDP	C9H15N3O10P2
m_000_01643m	dCDP	C9H15N3O10P2
m_000_01643n	dCDP	C9H15N3O10P2
m_000_01644c	dCMP	C9H14N3O7P
m_000_01644l	dCMP	C9H14N3O7P
m_000_01644m	dCMP	C9H14N3O7P
m_000_01644n	dCMP	C9H14N3O7P
m_000_01645c	dCTP	C9H16N3O13P3
m_000_01645m	dCTP	C9H16N3O13P3
m_000_01645n	dCTP	C9H16N3O13P3
m_000_01646c	deamido-NAD	C21H27N6O15P2
m_000_01646n	deamido-NAD	C21H27N6O15P2
m_000_01647c	debrisoquin	C10H13N3
m_000_01647s	debrisoquin	C10H13N3
m_000_01648c	decanoic acid	C10H20O2
m_000_01648s	decanoic acid	C10H20O2
m_000_01649c	decanoyl-[ACP]	C10H19OSR
m_000_01650c	decanoyl-CoA	C31H54N7O17P3S
m_000_01650m	decanoyl-CoA	C31H54N7O17P3S
m_000_01650p	decanoyl-CoA	C31H54N7O17P3S
m_000_01651l	de-Fuc form of PA6 (wo peptide linkage)	C84H136N6O62
m_000_01652l	de-Fuc form of PA6	C84H135N6O61X
m_000_01652s	de-Fuc form of PA6	C84H135N6O61X
m_000_01653l	de-Fuc, GlcNAc removed PA6 (wo peptide linkage)	C76H123N5O57
m_000_01654c	dehydroalanine	C3H5NO2
m_000_01655c	dehydroascorbic acid	C6H6O6
m_000_01655s	dehydroascorbic acid	C6H6O6
m_000_01656c	dehydrodolichol	C1080H1748O10
m_000_01657c	dehydrodolichol-diphosphate	C20H36O7P2(C5H8)n
m_000_01658c	dehydrodolichol-phosphate	C20H35O4P(C5H8)n
m_000_01659c	dehydroepiandrosterone sulfate	C19H28O5S
m_000_01659r	dehydroepiandrosterone sulfate	C19H28O5S
m_000_01659s	dehydroepiandrosterone sulfate	C19H28O5S
m_000_01660c	dehydroepiandrosterone	C19H28O2
m_000_01660r	dehydroepiandrosterone	C19H28O2
m_000_01661c	dehydrospermidine	C7H17N3
m_000_01662c	delta-12-prostaglandin J2	C20H30O4
m_000_01662r	delta-12-prostaglandin J2	C20H30O4
m_000_01663p	delta1-piperideine-2-carboxylate	C6H9NO2
m_000_01664p	delta2-THA-CoA	C45H68N7O17P3S
m_000_01665r	dem2emgacpail_prot heparan sulfate	C39H70N3O38P3R3X
m_000_01665c	dem2emgacpail_prot heparan sulfate	C39H70N3O38P3R3X
m_000_01665s	dem2emgacpail_prot heparan sulfate	C39H70N3O38P3R3X
m_000_01666c	deoxyadenosine	C10H13N5O3
m_000_01666l	deoxyadenosine	C10H13N5O3
m_000_01666s	deoxyadenosine	C10H13N5O3
m_000_01667c	deoxycholoyl-CoA	C45H74N7O19P3S
m_000_01667p	deoxycholoyl-CoA	C45H74N7O19P3S
m_000_01667r	deoxycholoyl-CoA	C45H74N7O19P3S
m_000_01668c	deoxycytidine	C9H13N3O4
m_000_01668l	deoxycytidine	C9H13N3O4
m_000_01668m	deoxycytidine	C9H13N3O4
m_000_01668n	deoxycytidine	C9H13N3O4
m_000_01668s	deoxycytidine	C9H13N3O4
m_000_01669c	deoxyguanosine	C10H13N5O4
m_000_01669l	deoxyguanosine	C10H13N5O4
m_000_01669m	deoxyguanosine	C10H13N5O4
m_000_01669s	deoxyguanosine	C10H13N5O4
m_000_01670c	deoxyhypusine	C10H23N3O2
m_000_01671c	deoxyinosine	C10H12N4O4
m_000_01671s	deoxyinosine	C10H12N4O4
m_000_01672c	deoxyribose	C5H10O4
m_000_01672s	deoxyribose	C5H10O4
m_000_01673c	deoxyuridine	C9H12N2O5
m_000_01673m	deoxyuridine	C9H12N2O5
m_000_01673n	deoxyuridine	C9H12N2O5
m_000_01673s	deoxyuridine	C9H12N2O5
m_000_01674c	dephospho-CoA	C21H35N7O13P2S
m_000_01674l	dephospho-CoA	C21H35N7O13P2S
m_000_01674m	dephospho-CoA	C21H35N7O13P2S
m_000_01675c	desmosterol	C27H44O
m_000_01676c	detyrosinated alpha-tubulin	C2H4NO2R(C2H2NOR)n
m_000_01677c	dextrin(n-1)	(C12H20O10)n
m_000_01678c	dextrin	(C12H20O10)n
m_000_01679c	D-galactosyl-N-acylsphingosine	C25H46NO8R
m_000_01679g	D-galactosyl-N-acylsphingosine	C25H46NO8R
m_000_01679l	D-galactosyl-N-acylsphingosine	C25H46NO8R
m_000_01679r	D-galactosyl-N-acylsphingosine	C25H46NO8R
m_000_01680c	dGDP	C10H15N5O10P2
m_000_01680m	dGDP	C10H15N5O10P2
m_000_01680n	dGDP	C10H15N5O10P2
m_000_01681c	D-glucarate	C6H10O8
m_000_01682c	D-glucitol	C6H14O6
m_000_01682g	D-glucitol	C6H14O6
m_000_01682l	D-glucitol	C6H14O6
m_000_01682s	D-glucitol	C6H14O6
m_000_01683c	D-gluconic acid	C6H12O7
m_000_01684c	D-glucuronate 1-phosphate	C6H11O10P
m_000_01685c	D-glucurono-6,3-lactone	C6H8O6
m_000_01685r	D-glucurono-6,3-lactone	C6H8O6
m_000_01686c	dGMP	C10H14N5O7P
m_000_01686l	dGMP	C10H14N5O7P
m_000_01686m	dGMP	C10H14N5O7P
m_000_01687r	dgpi_prot heparan sulfate	C41H76N4O41P4R3X
m_000_01687c	dgpi_prot heparan sulfate	C41H76N4O41P4R3X
m_000_01687s	dgpi_prot heparan sulfate	C41H76N4O41P4R3X
m_000_01688c	dGTP	C10H16N5O13P3
m_000_01688m	dGTP	C10H16N5O13P3
m_000_01688n	dGTP	C10H16N5O13P3
m_000_01689c	DHA	C22H32O2
m_000_01689l	DHA	C22H32O2
m_000_01689r	DHA	C22H32O2
m_000_01689s	DHA	C22H32O2
m_000_01690c	DHAP	C3H7O6P
m_000_01690m	DHAP	C3H7O6P
m_000_01690p	DHAP	C3H7O6P
m_000_01690s	DHAP	C3H7O6P
m_000_01691c	dichloroacetate	C2H2Cl2O2
m_000_01692c	dichloroacetyl chloride	C2HCl3O
m_000_01693c	dIDP	C10H14N4O10P2
m_000_01693m	dIDP	C10H14N4O10P2
m_000_01693n	dIDP	C10H14N4O10P2
m_000_01694c	digalactosylceramide	C31H56NO13R
m_000_01694g	digalactosylceramide	C31H56NO13R
m_000_01694l	digalactosylceramide	C31H56NO13R
m_000_01695c	digalactosylceramidesulfate	C31H56NO16SR
m_000_01695g	digalactosylceramidesulfate	C31H56NO16SR
m_000_01695s	digalactosylceramidesulfate	C31H56NO16SR
m_000_01696c	dihomo-gamma-linolenate	C20H34O2
m_000_01696l	dihomo-gamma-linolenate	C20H34O2
m_000_01696r	dihomo-gamma-linolenate	C20H34O2
m_000_01696s	dihomo-gamma-linolenate	C20H34O2
m_000_01697c	dihomo-gamma-linolenoyl-CoA	C41H68N7O17P3S
m_000_01697m	dihomo-gamma-linolenoyl-CoA	C41H68N7O17P3S
m_000_01697r	dihomo-gamma-linolenoyl-CoA	C41H68N7O17P3S
m_000_01698c	dihydrobiopterin	C9H13N5O3
m_000_01699c	dihydroceramide pool	C19H38NO3R
m_000_01700c	dihydrofolate	C19H21N7O6
m_000_01700l	dihydrofolate	C19H21N7O6
m_000_01700m	dihydrofolate	C19H21N7O6
m_000_01700s	dihydrofolate	C19H21N7O6
m_000_01701c	dihydrolipoamide	C8H17NOS2
m_000_01701m	dihydrolipoamide	C8H17NOS2
m_000_01702c	dihydrolipoate	C8H16O2S2
m_000_01703m	dihydrolipoylprotein	C8H16NOS2R
m_000_01704c	dihydroneopterin	C9H13N5O4
m_000_01704s	dihydroneopterin	C9H13N5O4
m_000_01705c	dihydrothymine	C5H8N2O2
m_000_01705m	dihydrothymine	C5H8N2O2
m_000_01706c	dimethylallyl-PP	C5H12O7P2
m_000_01707c	dimethylamine	C2H7N
m_000_01708c	dimethylglycine	C4H9NO2
m_000_01708m	dimethylglycine	C4H9NO2
m_000_01709c	dIMP	C10H14N4O7P
m_000_01710c	diphospho-myo-inositol-polyphosphate	
m_000_01711c	disialylgalactosylgloboside	C73H123N4O44R
m_000_01711g	disialylgalactosylgloboside	C73H123N4O44R
m_000_01711s	disialylgalactosylgloboside	C73H123N4O44R
m_000_01712c	disialyl-T antigen	C36H56N3O26X
m_000_01712g	disialyl-T antigen	C36H56N3O26X
m_000_01712s	disialyl-T antigen	C36H56N3O26X
m_000_01713c	dithiothreitol	C4H10O2S2
m_000_01714c	dITP	C10H15N4O13P3
m_000_01714m	dITP	C10H15N4O13P3
m_000_01714n	dITP	C10H15N4O13P3
m_000_01714s	dITP	C10H15N4O13P3
m_000_01715c	D-lactaldehyde	C3H6O2
m_000_01716c	D-lactate	C3H6O3
m_000_01716m	D-lactate	C3H6O3
m_000_01716s	D-lactate	C3H6O3
m_000_01717c	D-mannose-1,6-bisphosphate	C6H14O12P2
m_000_01718c	D-myo-inositol-1,4,5-trisphosphate	C6H15O15P3
m_000_01718n	D-myo-inositol-1,4,5-trisphosphate	C6H15O15P3
m_000_01719c	DNA containing 6-O-methylguanine	C11H16N5O7P(C5H8O5PR)n(C5H8O5PR)n
m_000_01720c	DNA containing guanine	C10H14N5O7P(C5H8O5PR)n(C5H8O5PR)n
m_000_01721c	DNA	C10H17O8PR2(C5H8O5PR)n
m_000_01721n	DNA	C10H17O8PR2(C5H8O5PR)n
m_000_01722c	DNA-5-methylcytosine	C10H16N3O7P(C5H8O5PR)n(C5H8O5PR)n
m_000_01722n	DNA-5-methylcytosine	C10H16N3O7P(C5H8O5PR)n(C5H8O5PR)n
m_000_01723c	docosahexaenoylcarnitine	C29H45NO4
m_000_01723m	docosahexaenoylcarnitine	C29H45NO4
m_000_01723r	docosahexaenoylcarnitine	C29H45NO4
m_000_01724c	docosanoylcarnitine	C29H57NO4
m_000_01724m	docosanoylcarnitine	C29H57NO4
m_000_01724r	docosanoylcarnitine	C29H57NO4
m_000_01725c	docosanoyl-CoA	C43H78N7O17P3S
m_000_01725m	docosanoyl-CoA	C43H78N7O17P3S
m_000_01725p	docosanoyl-CoA	C43H78N7O17P3S
m_000_01725r	docosanoyl-CoA	C43H78N7O17P3S
m_000_01726c	docosenoylcarnitine(11)	C29H55NO4
m_000_01726m	docosenoylcarnitine(11)	C29H55NO4
m_000_01726r	docosenoylcarnitine(11)	C29H55NO4
m_000_01727c	docosenoylcarnitine	C29H55NO4
m_000_01727m	docosenoylcarnitine	C29H55NO4
m_000_01727r	docosenoylcarnitine	C29H55NO4
m_000_01728c	dodecanoyl-[ACP]	C12H23OSR
m_000_01729c	dodecanoylcarnitine	C19H37NO4
m_000_01729m	dodecanoylcarnitine	C19H37NO4
m_000_01729r	dodecanoylcarnitine	C19H37NO4
m_000_01730c	dolichol	C20H36O(C5H8)n
m_000_01730r	dolichol	C20H36O(C5H8)n
m_000_01730s	dolichol	C20H36O(C5H8)n
m_000_01731r	dolichyl-D-glucosyl-phosphate	C26H47O9P(C5H8)n
m_000_01732c	dolichyl-diphosphate	C20H38O7P2(C5H8)n
m_000_01732r	dolichyl-diphosphate	C20H38O7P2(C5H8)n
m_000_01733c	dolichyl-phosphate	C20H37O4P(C5H8)n
m_000_01733r	dolichyl-phosphate	C20H37O4P(C5H8)n
m_000_01734c	dolichyl-phosphate-D-mannose	C26H47O9P(C5H8)n
m_000_01734r	dolichyl-phosphate-D-mannose	C26H47O9P(C5H8)n
m_000_01735c	dopachrome-O-semiquinone	C9H8NO4
m_000_01736c	dopamine	C8H11NO2
m_000_01736g	dopamine	C8H11NO2
m_000_01736m	dopamine	C8H11NO2
m_000_01736s	dopamine	C8H11NO2
m_000_01737c	dopamine-3-O-sulfate	C8H11NO5S
m_000_01737s	dopamine-3-O-sulfate	C8H11NO5S
m_000_01738c	dopamine-O-quinone	C8H9NO2
m_000_01739c	dopaminochrome	C8H7NO2
m_000_01740c	D-ornithine	C5H12N2O2
m_000_01740p	D-ornithine	C5H12N2O2
m_000_01740s	D-ornithine	C5H12N2O2
m_000_01741c	DPA	C22H34O2
m_000_01741l	DPA	C22H34O2
m_000_01741r	DPA	C22H34O2
m_000_01741s	DPA	C22H34O2
m_000_01742c	D-proline	C5H9NO2
m_000_01742l	D-proline	C5H9NO2
m_000_01742s	D-proline	C5H9NO2
m_000_01743c	D-ribulose	C5H10O5
m_000_01743s	D-ribulose	C5H10O5
m_000_01744c	D-serine	C3H7NO3
m_000_01744s	D-serine	C3H7NO3
m_000_01745c	D-tagatose	C6H12O6
m_000_01745s	D-tagatose	C6H12O6
m_000_01746c	D-tagatose-6-phosphate	C6H13O9P
m_000_01747c	dTDP	C10H16N2O11P2
m_000_01747m	dTDP	C10H16N2O11P2
m_000_01747n	dTDP	C10H16N2O11P2
m_000_01748c	dTDP-4-dehydro-6-deoxy-L-mannose	C16H24N2O15P2
m_000_01749c	dTDP-6-deoxy-L-mannose	C16H26N2O15P2
m_000_01750c	dTDP-galactose	C16H26N2O16P2
m_000_01751c	dTDP-glucose	C16H26N2O16P2
m_000_01752c	dTMP	C10H15N2O8P
m_000_01752l	dTMP	C10H15N2O8P
m_000_01752m	dTMP	C10H15N2O8P
m_000_01752n	dTMP	C10H15N2O8P
m_000_01753c	dTTP	C10H17N2O14P3
m_000_01753m	dTTP	C10H17N2O14P3
m_000_01753n	dTTP	C10H17N2O14P3
m_000_01754c	dUDP	C9H14N2O11P2
m_000_01754m	dUDP	C9H14N2O11P2
m_000_01754n	dUDP	C9H14N2O11P2
m_000_01755c	dUMP	C9H13N2O8P
m_000_01755m	dUMP	C9H13N2O8P
m_000_01755n	dUMP	C9H13N2O8P
m_000_01756c	dUTP	C9H15N2O14P3
m_000_01756m	dUTP	C9H15N2O14P3
m_000_01756n	dUTP	C9H15N2O14P3
m_000_01757c	D-xylonolactone	C5H8O5
m_000_01758c	D-xylose	C5H10O5
m_000_01758l	D-xylose	C5H10O5
m_000_01758s	D-xylose	C5H10O5
m_000_01759c	D-xylulose	C5H10O5
m_000_01760c	D-xylulose-1-phosphate	C5H11O8P
m_000_01761c	D-xylulose-5-phosphate	C5H11O8P
m_000_01762c	dynorphin A-(1-5)	C28H37N5O7
m_000_01763c	dynorphin A-(1-8)	C46H72N14O10
m_000_01764c	dynorphin A-(6-8)	C18H37N9O4
m_000_01765c	ebastine	C32H39NO2
m_000_01765r	ebastine	C32H39NO2
m_000_01765s	ebastine	C32H39NO2
m_000_01766r	ecgonine	C9H15NO3
m_000_01767c	ecgonine-methyl ester	C10H17NO3
m_000_01767r	ecgonine-methyl ester	C10H17NO3
m_000_01768c	edaravone	C10H10N2O
m_000_01768s	edaravone	C10H10N2O
m_000_01769c	eicosa-(2E,8Z,11Z,14Z,17Z)-pentaenoyl-CoA	C41H64N7O17P3S
m_000_01770c	eicosadienoylcarnitine	C27H49NO4
m_000_01770m	eicosadienoylcarnitine	C27H49NO4
m_000_01770r	eicosadienoylcarnitine	C27H49NO4
m_000_01771c	eicosanoate	C20H40O2
m_000_01771l	eicosanoate	C20H40O2
m_000_01771r	eicosanoate	C20H40O2
m_000_01771s	eicosanoate	C20H40O2
m_000_01772c	eicosanoylcarnitine	C27H53NO4
m_000_01772m	eicosanoylcarnitine	C27H53NO4
m_000_01772r	eicosanoylcarnitine	C27H53NO4
m_000_01773c	eicosanoyl-CoA	C41H74N7O17P3S
m_000_01773m	eicosanoyl-CoA	C41H74N7O17P3S
m_000_01773p	eicosanoyl-CoA	C41H74N7O17P3S
m_000_01773r	eicosanoyl-CoA	C41H74N7O17P3S
m_000_01774c	eicosatrienoylcarnitine	C27H47NO4
m_000_01774m	eicosatrienoylcarnitine	C27H47NO4
m_000_01774r	eicosatrienoylcarnitine	C27H47NO4
m_000_01775c	eicosenoylcarnitine(11)	C27H51NO4
m_000_01775m	eicosenoylcarnitine(11)	C27H51NO4
m_000_01775r	eicosenoylcarnitine(11)	C27H51NO4
m_000_01776c	eicosenoylcarnitine(7)	C27H51NO4
m_000_01776m	eicosenoylcarnitine(7)	C27H51NO4
m_000_01776r	eicosenoylcarnitine(7)	C27H51NO4
m_000_01777c	eicosenoylcarnitine(9)	C27H51NO4
m_000_01777m	eicosenoylcarnitine(9)	C27H51NO4
m_000_01777r	eicosenoylcarnitine(9)	C27H51NO4
m_000_01778c	elaidate	C18H34O2
m_000_01778l	elaidate	C18H34O2
m_000_01778r	elaidate	C18H34O2
m_000_01778s	elaidate	C18H34O2
m_000_01779r	em2emgacpail heparan sulfate	C55H100N3O39P3R3
m_000_01780r	em2emgacpail_prot heparan sulfate	C55H100N3O39P3R3X
m_000_01781r	em3gacpail heparan sulfate	C53H94N2O36P2R3
m_000_01782r	emem2gacpail heparan sulfate	C55H100N3O39P3R3
m_000_01783r	emgacpail heparan sulfate	C41H74N2O26P2R3
m_000_01784c	EPA	C20H30O2
m_000_01784l	EPA	C20H30O2
m_000_01784n	EPA	C20H30O2
m_000_01784p	EPA	C20H30O2
m_000_01784r	EPA	C20H30O2
m_000_01784s	EPA	C20H30O2
m_000_01785c	erythrose-4-phosphate	C4H9O7P
m_000_01786c	estradiol-17beta 3-glucuronide	C24H32O8
m_000_01786r	estradiol-17beta 3-glucuronide	C24H32O8
m_000_01786s	estradiol-17beta 3-glucuronide	C24H32O8
m_000_01787c	estradiol-17beta	C18H24O2
m_000_01787r	estradiol-17beta	C18H24O2
m_000_01787s	estradiol-17beta	C18H24O2
m_000_01788c	estriol	C18H24O3
m_000_01788r	estriol	C18H24O3
m_000_01788s	estriol	C18H24O3
m_000_01789c	estrone 3-sulfate	C18H22O5S
m_000_01789r	estrone 3-sulfate	C18H22O5S
m_000_01789s	estrone 3-sulfate	C18H22O5S
m_000_01790c	estrone	C18H22O2
m_000_01790l	estrone	C18H22O2
m_000_01790r	estrone	C18H22O2
m_000_01791c	estrone-2,3-quinone	C18H20O3
m_000_01791m	estrone-2,3-quinone	C18H20O3
m_000_01791p	estrone-2,3-quinone	C18H20O3
m_000_01791r	estrone-2,3-quinone	C18H20O3
m_000_01792c	estrone-2,3-semiquinone	C18H20O3
m_000_01792l	estrone-2,3-semiquinone	C18H20O3
m_000_01792r	estrone-2,3-semiquinone	C18H20O3
m_000_01793c	estrone-3,4-quinone	C18H20O3
m_000_01793m	estrone-3,4-quinone	C18H20O3
m_000_01793p	estrone-3,4-quinone	C18H20O3
m_000_01793r	estrone-3,4-quinone	C18H20O3
m_000_01794c	estrone-3,4-semiquinone	C18H20O3
m_000_01794l	estrone-3,4-semiquinone	C18H20O3
m_000_01794r	estrone-3,4-semiquinone	C18H20O3
m_000_01795c	estrone-glucuronide	C24H30O8
m_000_01795r	estrone-glucuronide	C24H30O8
m_000_01795s	estrone-glucuronide	C24H30O8
m_000_01796c	ethanol	C2H6O
m_000_01796p	ethanol	C2H6O
m_000_01796s	ethanol	C2H6O
m_000_01797c	ethanolamine	C2H7NO
m_000_01797s	ethanolamine	C2H7NO
m_000_01798c	ethanolamine-phosphate	C2H8NO4P
m_000_01798r	ethanolamine-phosphate	C2H8NO4P
m_000_01799c	etiocholan-3alpha-ol-17-one 3-glucuronide	C25H38O8
m_000_01799r	etiocholan-3alpha-ol-17-one 3-glucuronide	C25H38O8
m_000_01799s	etiocholan-3alpha-ol-17-one 3-glucuronide	C25H38O8
m_000_01800c	etiocholanolone	C19H30O2
m_000_01800r	etiocholanolone	C19H30O2
m_000_01800s	etiocholanolone	C19H30O2
m_000_01801g	F1alpha	C22H37N2O15X
m_000_01801l	F1alpha	C22H37N2O15X
m_000_01802c	FAD	C27H33N9O15P2
m_000_01802m	FAD	C27H33N9O15P2
m_000_01802p	FAD	C27H33N9O15P2
m_000_01802r	FAD	C27H33N9O15P2
m_000_01802s	FAD	C27H33N9O15P2
m_000_01803c	FADH2	C27H35N9O15P2
m_000_01803m	FADH2	C27H35N9O15P2
m_000_01803p	FADH2	C27H35N9O15P2
m_000_01803r	FADH2	C27H35N9O15P2
m_000_01804c	FAICAR	C10H15N4O9P
m_000_01805c	farnesylcysteine	C18H31NO2S
m_000_01806c	farnesyl-PP	C15H28O7P2
m_000_01807s	fatty acid-chylomicron pool	CHO2R
m_000_01808c	fatty acid-LD-PC pool	CHO2R
m_000_01808l	fatty acid-LD-PC pool	CHO2R
m_000_01808r	fatty acid-LD-PC pool	CHO2R
m_000_01809c	fatty acid-LD-PE pool	CHO2R
m_000_01810c	fatty acid-LD-PI pool	CHO2R
m_000_01811c	fatty acid-LD-PS pool	CHO2R
m_000_01812c	fatty acid-LD-SM pool	CHO2R
m_000_01813c	fatty acid-LD-TG1 pool	CHO2R
m_000_01813l	fatty acid-LD-TG1 pool	CHO2R
m_000_01814c	fatty acid-LD-TG2 pool	CHO2R
m_000_01815c	fatty acid-LD-TG3 pool	CHO2R
m_000_01816n	fatty acid-ligands	
m_000_01818c	fatty acid-retinol pool	CHO2R
m_000_01818s	fatty acid-retinol pool	CHO2R
m_000_01819s	fatty acid-uptake pool	CHO2R
m_000_01820s	fatty acid-VLDL pool	CHO2R
m_000_01821c	Fe2+	Fe
m_000_01821m	Fe2+	Fe
m_000_01821s	Fe2+	Fe
m_000_01822c	Fe3+	Fe
m_000_01822s	Fe3+	Fe
m_000_01823c	ferricytochrome B5	R
m_000_01824c	ferricytochrome C	C42H54FeN8O6S2
m_000_01824m	ferricytochrome C	C42H54FeN8O6S2
m_000_01825c	ferrocytochrome B5	RH
m_000_01826c	ferrocytochrome C	C42H54FeN8O6S2
m_000_01826m	ferrocytochrome C	C42H54FeN8O6S2
m_000_01827c	fibrinogen	
m_000_01827l	fibrinogen	
m_000_01827s	fibrinogen	
m_000_01828c	FMN	C17H21N4O9P
m_000_01829g	fn2m2masn	C56H93N4O39X
m_000_01830c	folate	C19H19N7O6
m_000_01830m	folate	C19H19N7O6
m_000_01830s	folate	C19H19N7O6
m_000_01831c	formaldehyde	CH2O
m_000_01831l	formaldehyde	CH2O
m_000_01831m	formaldehyde	CH2O
m_000_01831p	formaldehyde	CH2O
m_000_01832c	formamidopyrimidine nucleoside triphosphate	C10H18N5O15P3
m_000_01832n	formamidopyrimidine nucleoside triphosphate	C10H18N5O15P3
m_000_01833c	formate	CH2O2
m_000_01833m	formate	CH2O2
m_000_01833n	formate	CH2O2
m_000_01833p	formate	CH2O2
m_000_01833r	formate	CH2O2
m_000_01833s	formate	CH2O2
m_000_01834c	formyl-5-hydroxykynurenamine	C10H12N2O3
m_000_01835c	formylanthranilate	C8H7NO3
