name	synonyms
hexanediol 1,6-bisphosphate	"hexanediol-1,6-diphosphate; "
epigallocatechin	"2,3-<i>cis</i>-epigallocatechin; "
heteropyrithiamine	
"&beta;-ionone"	"(3E)-4-(2,6,6-trimethylcyclohex-1-en-1-yl)but-3-en-2-one; 9-apo-&beta;-caroten-9-one; "
muramate	"2-amino-3-O-D-1-carboxyethyl-2-deoxy-D-glucose; 3-O-&alpha;-carboxyethyl-D-glucosamine; muramic acid; 2-amino-3-O-[(<i>R</i>)-1-carboxyethyl]-2-deoxy-D-glucopyranose; "
saturated archaetidylethanolamine	
miltiradiene	
(3<i>Z</i>)-hex-3-en-1-yl acetate	
sinapoyltartronate	"2-sinapoyltartronate; "
"5,7-diacetamido-3,5,7,9-tetradeoxy-L-glycero-&beta;-L-manno-nonulosonate"	"5,7-bis(acetamido)-3,5,7,9-tetradeoxy-L-glycero-&beta;-L-manno-2-nonulopyranosonic acid; 5,7-diacetamido-3,5,7,9-tetradeoxy-L-glycero-&beta;-L-manno-nonulosonic acid; "
3-[(4-amino-6-chloro-1,3,5-triazin-2-yl)amino]benzenesulfonate	
3-[(3a<i>S</i>,4<i>S</i>,5<i>R</i>,7a<i>S</i>)-5-hydroxy-7a-methyl-1-oxo-octahydro-1<i>H</i>-inden-4-yl]-3-hydroxypropanoyl-CoA	
5-hydroxyuracil	
aurachin B	
2-chloro-5-methyl-maleylacetate	
D-gluconate 6-phosphate	"6-phospho gluconate; 6-phospho D-gluconate; 6-p gluconate; 6-phosphogluconic acid; "
cubebol	
5'-[p-(fluorosulphonyl)benzoyl]adenosine	
sinapoyl-CoA	"sinapinoyl-CoA; "
romidepsin	"FK228; FR901228; "
GDP-(2S,3S,6R)-3-hydroxy-5-amino-6-methyl-3,6-dihydro-2H-pyran	
CI 976	"2,2-Dimethyl-N-(2,4,6-trimethoxyphenyl)dodecanamide; "
chondrochloren B	
2-carboxyanthraquinone	"2-anthraquinonecarboxylic acid; beta-anthraquinonecarboxylic acid; anthraquinone-2-carboxylate; 2-carboxyl-9,10-anthraquinone; "
15-<i>cis</i>-4,4'-diapophytoene	"15-<i>cis</i>-dehydrosqualene; "
D-<i>myo</i>-inositol (1,2,6) trisphosphate	"I(1,2,6)P<sub>3</sub>; Ins(1,2,6)P<sub>3</sub>; 1D-<i>myo</i>-inositol (1,2,6) trisphosphate; "
3-oxodecanoyl-CoA	
aurothioglucose	"Solganol; Solganal; gold thioglucose; "
1-naphthol 6'-O-malonylglucoside	
indole-3-acetyl-glycine	"indole-3-acetyl-Gly; IAA-Gly; "
3-oxo-auricoloyl-CoA	"3-oxo-(11Z,17Z)-14R-hydroxy-icosa-11,17-dienoyl-CoA; "
4-guanidinobutanoate	"4-guanido-butyrate; 4-guanidinobutyrate; &gamma;-guanidinobutyrate; "
4-methoxy-3-indolylmethylisothiocyanate	
5'-amino-5'-deoxyuridine	
lyngbyatoxin C	
XXFG xyloglucan oligosaccharide	
(R)-piperidine-3-carboxamide	
N-caffeoylputrescine	
formaldehyde	"methanal; formol; formalin; "
1-(3,4-dihydroxyphenyl)-5-hydroxy-3-decanone	
1-chloro-4-hydroxylaminobenzene	"<i>p</i>-chlorohydroxylaminobenzene; 4-chlorohydroxylaminobenzene; "
galena	"lead monosulfide; lead(II) sulfide; PbS; plumbous sulfide; lead(2+) sulfide; lead sulfide; "
2-dehydropantolactone	"2-dehydropantoyl lactone; 2-oxopantoyl lactone; "
"3,4,3',4'-tetradehydro-&beta;,&beta;-carotene"	
3-isopropylgentisate	
(25S)-3-oxocholest-4-en-26-oate	"(25S)-3-oxocholest-4-en-26-oic acid; (25S)-3-oxo-4-cholesten-26-oate; "
cicerin-7-O-glucoside	
4-hydroxy-3-methylbenzaldehyde	
D-glucaro-1,4-lactone	"glucaro-1,4-lactone; 1,4-glucarolactone; "
3,4,3',4'-tetradehydroisozeaxanthin	"4,4'-dihydro-3,4,3',4'-tetradehydro-&beta;,&beta;-carotene; "
dihydrocorphinate	
<i>N</i>-formyl-L-aspartate	"formyl aspartate; "
1,2-dihydroxy-6-methylcyclohexa-3,5-dienecarboxylate	
isophenoxazine	"questiomycin A; 2-amino-3-phenoxazone; 2-aminophenoxazon; 2-amino-phenoxazin-3-one; 2-amino-3<i>H</i>-phenoxazin-3-one; 2-aminophenoxazone; "
2-deoxyribonolactone	"deoxyribonolactone; "
"3&beta;-hydroxycostunolide"	
lumazine	
tetrahydrothiophene 1-oxide	"TMSO; tetramethylene sulfoxide; "
(2Z)-2-amino-3-hydroxy-3-(4-hydroxyphenyl)prop-2-enoate	
3-acetamido-3,6-dideoxy-D-galactose	"3-<i>N</i>-acetyl-D-fucosamine; 3-acetamido-3,6-dideoxy-&alpha;-D-galactopyranose; "
3,5-dimethoxyphenol	"Phloroglucinol dimethyl ether; 1-Hydroxy-3,5-dimethoxybenzene; Taxicatigenin; "
5-mercaptodeoxyuridine	
naphthylisoquinoline alkaloid precursor	
<i>N</i>-(3-oxododecanoyl)-L-homoserine	
D-mannonate	"mannonate; "
1,3-propanediol	"PDO; TMG; propane-1,3-diol; Trimethylene glycol; "
N6-benzoyladenine	
"&beta;-leucrose"	"&alpha;-D-glucopyranose-(1&rarr;5)-&beta;-D-fructopyranose; "
5-(3,4-diacetoxybut-1-ynyl)-2,2'-bithiophene	
"(1,3)-&beta;-xylobiose"	
clorgyline	"clorgiline; "
"1-(4-hydroxy-2-methylpyrimid-5-ylmethyl)-3-(&beta;-hydroxyethyl)-2-methylpyridinium"	
"12-&alpha;-hydroxy-3 oxochola-4,6-dienoate"	
15 epi-lipoxin B4	"epi-Lipoxin B4; 5S,14R,15R-trihydroxy-6E,8Z,10E,12E-eicosatetraenoate; "
fluoroacetaldehyde	
schizopeptin 791	
(2R,3S)-2,3-dimethylmalate	"2,3-dimethylmalate; (2<i>R</i>,3<i>S</i>)-dimethylmalate; "
b-dara-HEX-2:5|2:keto	"&beta;-Fru; "
(<i>S</i>)-methylmalonate-semialdehyde	"(<i>S</i>)-ch3-malonate-semialdehyde; (<i>S</i>)-2-methyl-3-oxopropanoate; "
3-(4-methylpent-3-en-1-yl)-pent-2-enedioyl-CoA	"isohexenyl-glutaconyl-CoA; "
<i>N</i>-acetylmuramate	"NAcMur; 2-acetamido-3-<i>O</i>-(D-1-carboxyethyl)-2-deoxy-beta-D-glucose; <i>N</i>-acetylmuramic acid; 2-[3-acetylamino-2,5-dihydroxy-6-(hydroxymethyl)tetrahydropyran-4-yl]oxypropanoic acid; MurNAc; "
prop-2-ynal	"propynal; 2-propynal; propiolaldehyde; "
dihydroisopteroate	"dihydroisopteroic acid; "
"oligosaccharide with &beta;-D-xylopyranosyl-(1->4)-&alpha;-D-xylopyranose at the reducing end"	
1,2-dioctanoyl-1,2,4-butanetriol	"diC<sub>8</sub>-butanetriol; "
(+)-secoisolariciresinol diglucoside	
7,3',4',5'-tetramethylmyricetin	"myricetin 7,3',4',5'-tetramethyl ether; "
2-palmitoylglycerol	
3-epiecdysone	
b-lara-PEN-1:4	"&beta;-Ara; "
dTDP-L-rhodinose	
RS-CH2-CH(NH3+)COO-	
4-methoxy-3-indolylmethylamine	
tetraiodothyroacetate ether glucuronide	"tetraiodothyroacetic acid ether glucuronide; "
N-bromosuccinimide	
1-18:3-lysophosphatidylcholine	"1-(9Z,12Z,15Z-octadecatrienoyl)-sn-glycero-3-phosphocholine; 1-18:3-lysoPC; "
3,6,7-trimethylquercetagetin	"3',4',5-trihydroxy-3,6,7-trimethoxyflavone; 5,3',4'-trihydroxy 3,6,7-trimethylquercetagetin; "
"cholest-5-en-3&beta;-ol-26-oate"	
"1-deoxy-11&beta;-hydroxypentalenate"	"(1S,2R,3aR,5aS,8aR)-2-hydroxy-1,7,7-trimethyl-1,2,3,3a,5a,6,7,8-octahydrocyclopenta[c]pentalene-4-carboxylate; 11&beta;-hydroxy-1-deoxypentalenic acid; 11&beta;-hydroxy-1-deoxypentalenate; "
"&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-&alpha;-D-Man-(1&rarr;3)-[&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;2)-&alpha;-D-Man-(1&rarr;3)-&alpha;-D-Man-(1&rarr;3)]<sub>n</sub>-&alpha;-D-Man-(1&rarr;3)-&alpha;-D-Man-(1&rarr;3)-&alpha;-D-GlcNAc-diphospho-ditrans,octacis-undecaprenol"	
"<i>N</i><sup>1</sup>-(5-phospho-&beta;-D-ribosyl)glycinamide"	"GAR; 5'-p-ribosylglycinamide; 5'-p-ribosylglycineamide; 5'-phosphoribosylglycineamide; 5-phospho-&beta;-D-ribosyl-glycineamide; 5'-phosphoribosylglycinamide; "
Fe(II)-nicotianamine	"Fe(II)-NA; Fe2+ -NA; "
4-nitrophenyl-3-ketovalidamine	"p-nitrophenyl-3-ketovalidamine; <i>N</i>-(4-nitrophenyl)-3-ketovalidamine; "
"&beta;-peltatin-A methyl ether"	
dioctylamine	
"dTDP-4-dehydro-3-<i>C</i>-methyl-2,6-dideoxy-&beta;-L-galactose"	"dTDP-(2<i>S</i>,4<i>R</i>,6<i>S</i>)-4,6-dihydroxy-2,4-dimethyloxan-3-one; dTDP-4-dehydro-3-<i>C</i>-methyl-2,6-dideoxy-&beta;-L-mannose; "
"&gamma;-aminobutyramide"	"butanamide, 4-amino; &gamma;-aminobutyric acid amide; "
<i>N</i>-cyclopropylmelamine	"vetrazin; cyromazine; cypromazine; vetrazine; larvadex; azimethiphos; "
3-deoxy-capsidiol	"1&beta;-hydroxyepiaristolochene; 1&beta;-hydroxy-5-epiaristolochene; "
1,4-butanediol	"1,4 butylene glycol; 1,4-dihydroxybutane; butane-1,4-diol; "
(<i>S</i>)-3,5-dihydroxyphenylglycine	"L-(3,5-dihydroxyphenyl)glycine; "
ubiquinone-0	"ubiquinone Q0; CoQ0; ubiquinone 0; 2,3-dimethoxy-5-methyl-1,4-benzoquinone; coenzyme Q0; 2-Methyl-4,5-dimethoxy-p-quinone; ubiquinone-Q<sub>0</sub>; ubiquinone-O; Q<SUB>0</SUB>; "
4-hydroxyphenylacetate	"benzeneacetic acid, 4-hydroxy-; 4-hydroxyphenylacetic acid; p-hydroxyphenylacetic acid; p-hydroxyphenylacetate; 4-HPA; DL-para-hydroxyphenylacetic acid; 4-hydroxyphenyl acetate; "
5-amino-6-(5-phospho-D-ribosylamino)uracil	"5-amino-6-(ribosylamino)-2,4-(1H,3H)-pyrimidinedione 5'-phosphate; 5-amino-6-(5'-phosphoribosylamino)uracil; "
1-indanol	
<i>aldehydo</i>-D-altrose	
<i>S</i>-methyl-5-thio-D-ribose	"5-methylthioribose; 5-methylthio-D-ribose; MTR; <i>S</i>-methyl-5-thio-D-ribofuranose; "
furaquinocin C	
1-20:0-2-18:2-phosphatidylcholine	"1-icosanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine; 20:0-18:2-PC; 1-eicosanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine; phosphatidylcholine (1-20:0-2-18:2); "
"dalcochinin-8'-O-&beta;-glucoside"	"dalcochinin glucoside; "
(<i>E</i>)-hept-3-en-2-one	"3-hepten-2-one; butylideneacetone; (3<i>E</i>)-3-hepten-2-one; methyl pentenyl ketone; "
magnesium sulfate	
heptane-3,5-dione	
avenasterol	
<i>N</i>-acetylimidazole	
germacra-1(10),4,11(13)-trien-12-al	
7-<i>epi</i>-sesquithujene	
2-bromobenzoate	
4-hydroxy-2-nonenal-[L-Cys] conjugate	
(2Z,4S,5R)-2-amino-4,5,6-trihydroxyhex-2-enoate	
"2-((6-O-(&beta;-D-apiofuranosyl)&beta;-D-glucopyranosyl)oxy)-2-methylbutanenitrile"	"butanenitrile, 2-[(6-O-D-apio-&beta;-D-furanosyl-&beta;-D-glucopyranosyl)oxy]-2-methyl-; "
7,8-diaminopelargonate	"7,8-diaminononanoate; DAPA; "
2-amino-4,6-dinitrotoluene glucoside	"2-ADNT glucoside; "
O-phospho-L-tyrosine	"L-Tyrosine, dihydrogen phosphate (ester); O(4)-phosphonato-L-tyrosine(2-); (2S)-2-ammonio-3-[4-(phosphonatooxy)phenyl]propanoate; Phosphotyrosine; "
indole-3-acetonitrile	"indole-3-ylacetonitrile; IAN; (indole-3-yl)acetonitrile; 3-indoleacetonitrile; "
prenyl-P-P-GlcNAc-ManNAc-P-Gro	
capsorubin	
GDP-galactose	"GDP-D-galactose; "
deoxytryptoquialanine	
phloroglucinol	"1,3,5-THB; 1,3,5-trihydroxybenzene; 1,3,5-benzenetriol; "
4-(3'-acetyl-5'-hydroxy-4'-oxo-1',4'-dihydronapthalen-2'-yl)-3-oxobutanoate	"intermediate4; bicyclic intermediate; "
quercetin 3,5-<i>O</i>-diglucoside	
destruxin B	
1-18:1-lysophosphatidylethanolamine	"1-18:1-lysoPE; 1-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine; "
S-7-methylthioheptylhydroximoyl-L-cysteine	
sphing-8(Z)-enine-18:0, ceramide	"sphing-8(Z)-enine-18:0; octadecanoyl-sphing-cis-8-enine; sphing-cis-8-enine-18:0; 8(Z)-sphingenine-18:0; sphing-cis-8-enine-stearic acid; sphing-8(Z)-enine-octadecanoate; sphing-8(Z)-enine-octadecanoic acid; "
nitrite	"NO<sub>2</sub><sup>-</sup>; NO<sub>2</sub>; "
ethacrynate	"ethacrynic acid; "
"butein 4'-&beta;-D-glucoside"	"coreopsin; "
"cholestane-3-&beta;-5-&alpha;,6-&beta;-triol"	"3&beta;,5&alpha;,6&beta;-Cholestanetriol; "
erythro-4-hydroxy-L-glutamate	"(4S)-4-hydroxy-L-glutamate; (4S)-4-hydroxy-L-glutamic acid; "
serinamide	
2-methylpentanoate	"2-methylvalerate; &alpha;-methylvalerate; "
vinblastine	
ubiquinone-<i>4</i>	"2,3-Dimethoxy-5-methyl-6-(geranylgeranyl)-1,4-benzoquinone; "
4-methoxyindole-3-carbaldehyde	
OPC8-CoA	"oxopentenyl-cyclopentane-octanoyl-CoA; 3-oxo-2-(cis-2'-pentenyl)-cyclopentane-1-octanoyl-CoA; 8-[(1R,2R)-3-oxo-2-{(Z)-pent-2-enyl}cyclopentyl]octanoyl-CoA; OPC-8:0-CoA; "
(-)-neodihydrocarveol	"(1S,2R,4S)-neo-dihydrocarveol; (1S,2R,4S)-p-menth-8-en-2-ol; (1S,2R,4S)-neodihydrocarveol; "
novclobiocin 102	
5'-deoxyinosine	
propiin	"S-propyl-L-cysteine sulfoxide; PCSO; "
di-<i>trans</i>,poly-<i>cis</i>-octaprenyl diphosphate	"octaprenyl diphosphate; octaprenyl pyrophosphate; octaprenyl-PP; "
dalcochinin	"12-dihydroamorphigenin; "
4-carboxycyclohexanoyl-CoA	
4-(3-pyridyl)-3-butenoate	"4-(3-pyridyl)-3-butenoic acid; "
"2,3,2',3'-tetrahydroxy-&beta;,&beta;-carotene-4,4'-dione"	"2,2'-dihydroxyastaxanthin; "
(2<i>S</i>)-phospho-3-sulfolactate	"(2<i>S</i>)-2-<i>O</i>-phosphonato-3-sulfonatolactate; (2<i>S</i>)-<i>O</i>-phospho-3-sulfolactate; "
leachianone G	"2'-hydroxy-8-dimethylallylnaringenin; "
2-methylpropanamine	"2-methyl-1-propanamine; isobutylamine; "
amidinoproclavaminate	"guanidinoproclavaminic acid; "
ubiquinol-<i>7</i>	"ubiquinol(7); "
1-(p-butylphenyl)-2,2-dimethyl-4,6-diamino-1,2-dihydro-s-triazine	
acarviosin	
"&beta;-D-galactosyl-1,4-<i>N</i>-acetyl-&beta;-D-glucosamine"	"<i>N</i>-acetyllactosamine; type 2 core; &beta;-D-galactosyl-1,4-<i>N</i>-acetyl-D-glucosamine; &beta;-D-galactosyl-(1&rarr;4)-<i>N</i>-acetyl-&beta;-D-glucosamine; "
5,10-methylenetetrahydropteroyl tetra-L-glutamate	"5,10-methylene-H<sub>4</sub>PteGlu<sub>4</sub>; "
lipoyl-adenylate	"lipoyl-AMP; "
1-18:0-2-16:3-monogalactosyldiacylglycerol	"1-octadecanoyl-2-(7Z,10Z,13Z-hexadecatrienoyl)-3-O-beta-D-galactosyl-sn-glycerol; 18:0-16:3-MGDG; "
3,4-dihydroxypent-3-en-2-one 5-phosphate	
17-hydroxyoleate	"(9<i>Z</i>)-17-hydroxyoctadec-9-enoate; "
octadecyl hexacosanoate	
(3<i>S</i>)-11-<i>cis</i>-3-hydroxyretinol	"(3<i>S</i>)-3-hydroxy-11-<i>cis</i>-retinol; "
caffeoylserotonin	"caffeic acid serotonin amide; "
ethyl 2-methyl-3-oxopentanoate	"pentanoic acid, 2-methyl-3-oxo-, ethyl ester; "
3-hydroxy, 4-<i>trans</i>-undecenoyl-CoA	"3-hydroxy, 4E-undecenoyl-CoA; "
alkyl cinnamate	
secoberbine intermediate	"(5R, 6S)-5-[(2-formyl-3,4- dimethoxyphenyl) - methyl]-6-methyl- 2,5,6,7,8- pentahydro- [1,3]dioxolo[4,5- g]isoquinolin-6-nium; "
2-carboxy-5-oxo-2,5-dihydrofuran-2-acetate	"4-carboxymuconolactone; 2-carboxy-2,5-dihydro-5-oxofuran-2-acetate; "
1,2-dioctanoyl-1,2,3-butanetriol	"3-methyl-diC<sub>8</sub>; "
dalbergioidin	
"&beta;-santalol"	
robustaquinone E	"2,5,8-trihydroxy-1,3-dimethoxyanthraquinone; "
5,6-dihydro-2-naphthoyl-CoA	"5,6-dihydro-2-naphthoyl-coenzyme A; "
(-)-vetispiradiene	"(-)-premnaspirodiene; premnaspirodiene; (2S,5S,10R)-6,10-dimethyl-2-(prop-1-en-2-yl)spiro[4.5]dec-6-ene; (2R,5S,10R)-6,10-dimethyl-2-(prop-1-en-2-yl)spiro[4.5]dec-6-ene; "
"8'-apo-&beta;-carotenal"	"<i>all-trans</i>-8'-apo-&beta;-carotenal; "
<i>cis</i>-zeatin	"cZ; (Z)-2-methyl-4-(1H-purin-6-ylamino)but-2-en-1-ol; "
"&alpha;-L-sorbopyranose 1-phosphate"	
<i>N</i>1-methyladenine	"1-methyladenine; "
cycloartenol	"9&beta;,19-cyclo-24-lanosten-3&beta;-ol; cycloart-24(25)-enol; "
1,4-dihydroxy-6-naphthoate	
gramicidin A	
5-mercaptovalerate	"5-mercaptovaleric acid; "
quinaldine	"2-methylquinoline; "
phosphate	"HPO<SUB>4</SUB><SUP>-2</SUP>; PO<SUB>4</SUB><SUP>3-</SUP>; Pi; HPO<SUB>4</SUB><SUP>2-</SUP>; inorganic phosphate; phosphate-inorganic; orthophosphate; "
pentalenolactone E	
<i>trans</i>-anol	"<i>t</i>-anol; "
phthalate	"o-phthalic acid; phthalic acid; benzene-1,2-dicarboxylic acid; 1,2-benzenedicarboxylic acid; o-dicarboxybenzene; o-benzenedicarboxylic acid; "
lachnanthocarpone	"phenylphenalenon; 5,6-dihydroxy-7-phenylphenalen-1-one; 2,6-dihydroxy-9-phenyl-1H-phenalen-1-one; 1H-phenalen-1-one, 2,6-dihydroxy-9-phenyl-; "
saframycin MX1	
medicagenate	"2-beta,3-beta-Dihydroxyolean-12-ene-23,28-dioic acid; medicagenic acid; "
L-<i>allo</i>-isoleucine	"(+)-threo-2-amino-3-methylpentanoate; <i>alle</i>; "
phytane	"2,6,10,14-tetramethylhexadecane; "
lipoxin B4	"(5S,6E,8Z,10E,12E,14R,15S)-5,14,15-trihydroxyicosa-6,8,10,12-tetraenoate; LXB4; "
D-glycerate	"glycerate; D-glyceric acid; (R)-glycerate; "
<i>N</i>-hydroxy-4-aminobiphenyl	
2-carboxymuconate	
"&delta;-guaiene"	"&alpha;-bulnesene; "
4-pyridoxate	"4-pyridoxic acid; "
pentan-2-one	
"L-thyroxine phenolic &beta;-D-glucuronide"	"thyroxine glucuronide; beta-D-glucopyranosiduronic acid, 4-(4-(2-amino-2-carboxyethyl)-2,6-diiodophenoxy)-2,6-diiodophenyl, (S)-; T4G; L-thyroxine phenolic glucuronide; "
phosphoenol-2-oxobutanoate	"phosphoenol-2-oxobutyrate; "
ecdysone	"molting hormone; "
(+)-T-muurolol	
choloyl-CoA	"cholyl-CoA; 3-&alpha;,7-&alpha;,12-&alpha;-trihydroxy-5-&beta;-cholanoyl-CoA; 3&alpha;,7&alpha;,12&alpha;-trihydroxy-5&beta;-cholan-24-oyl-CoA; "
3-oxo-icosatetraenoyl-CoA	"(8Z,11Z,14Z,17Z)-3-oxo-icosa-8,11,14,17-tetraenoyl-CoA; 3-oxo-eicosatetraenoyl-CoA; "
agmatine	"guanidine, (4-aminobutyl)-; "
trehalose-mono-mycolate	"&alpha;, &alpha;'-trehalose 6-mycolate; trehalose 6-monomycolate; "
<i>N</i>-methylhydrazine	
4,5-dimethyl-1,2-phenylenediamine	"4,5-Dimethyl-o-phenylenediamine; 4,5-Dimethyl-ortho-phenylenediamine; 1,2-Benzenediamine,4,5-dimethyl-; 4,5-Diamino-o-xylene; "
3'-amino-3'-deoxyTTP	"3'-amino-3'-dTTP; "
ternatin C3	
pentadecane	"n-pentadecane; "
(11E,13E)-icosa-11,13-dienoate	"(11E,13E)-eicosadienoate; (11E,13E)-eicosa-11,13-dienoate; (11E, 13E)-icosadienoate; <i>all-trans</i>-11,13-eicosadienoate; (11E,13E)-eicosadienoic acid; "
5,10-methylene-tetrahydromethanopterin (iminium form)	
hexacosanal	
(3E)-hexadecenoate	"(E)-hexadec-3-enoate; "
solanapyrone D	
indolylmethyl glucosinolate aglycone	"indol-3-yl-acetothiohydroxamate-O-sulfonate; indol-3-yl-methyl glucosinolate aglycone; "
demycosaminyl-candicidin III	"demycosaminyl-candicidin D; "
rubusoside	"1-o-[(5|A,9|A,10|A,13|A)-13-(|A-d-glucopyranosyloxy)-18-oxokaur-16-en-18-yl]-|A-d-glucopyranose; "
1-piperideine-2-carboxylate	"&Delta;<SUP>1</SUP>-piperideine-2-carboxylate; 1,2-didehydropiperidine-2-carboxylate; "
<I>cis</I>-(homo)<SUB>2</SUB>aconitate	"(Z)-1,2,5-pent-1-enetricarboxylic acid; "
"kaempferol 3-<i>O</i>-(4"",6""-<i>O</i>-di-<i>p</i>-coumaroyl)-glucoside"	
GS-hydroxy-<i>p</i>-hydroquinone	"GS-HHQ; "
L-met-FMDP	"3-[3-(Methoxycarbonyl)prop-2-enoylamino]-2-((2S)-2-amino-4-methylthiobutanoylamino)propanoic acid; "
<i>N,N'</i>-dimethylurea	"sym-dimethylurea; 1,3-dimethylurea; "
menaquinone-<i>9</i>	"MK9; MK-9; "
"4-deoxy-&beta;-D-gluc-4-enuronosyl-(1,4)-<i>N</i>-acetyl--D-galactosamine 6-sulfate"	"4-deoxy-&beta;-D-&Delta;<sup>4</sup>-GlcAp-(1&rarr;4)-D-GalNAc6S; "
actinomyc-D monolactone	
cysteamine	"&beta;-mercaptoethylamine; mercaptamine; 2-aminoethanethiol; &beta;-aminoethanethiol; thioethanolamine; "
arsenite	"As(OH)<sub>3</sub>; diarsenic trioxide; white arsenic; arsenicum album; diarsenic oxide; arsodent; crude arsenic; arsenic (III) trioxide; arsenic (III) oxide; arsenic trioxide; arsenous anhydride; clauditite; arsenous trioxide; arsenious oxide; arsenic oxide; arsenolite; diarsonic trioxide; arsenous oxide; claudelite; arsenous oxide anhydride; arsenic sesquioxide; arsenous acid anhydride; "
"<i>N</i><sup>2</sup>-formyl-<i>N</i><sup>1</sup>-(5-phospho-&beta;-D-ribosyl)glycinamide"	"5'-P-ribosyl-<i>N</i>-formylglycineamide; 5'-phosphoribosyl-<i>N</i>-formylglycinamide; 5'-phosphoribosyl-formylglycinamide; 5-phosphoribosyl-<i>N</i>-formalglycineamide; 5'-phosphoribosyl-<i>N</i>-formylglycineamide; FGAR; "
2-chloro-4-fluoromuconate	
phenylmercuric chloride	"agrenal; PMC; chlorophenylmercury; hexason; "
actinocin	"2-amino-4,6-dimethyl-3-oxo-3H-phenoxazine-1,9-dicarboxylate; "
bleomycin B<sub> 2</sub>	
1-20:1-2-18:2-monogalactosyldiacylglycerol	"1-(11Z-eicosenoyl)-2-(9Z,12Z-octadecadienoyl)-3-O-beta-D-galactosyl-sn-glycerol; 20:1-18:2-MGDG; 1-(11Z-icosenoyl)-2-(9Z,12Z-octadecadienoyl)-3-O-beta-D-galactosyl-sn-glycerol; "
valpromide	"2-ethylvaleramide; diprozin; depamide; "
"&alpha;-D-Kdo-(2&rarr;4)-&alpha;-D-Kdo-(2&rarr;6)-lipid A"	"Kdo<sub>2</sub>-lipid A; Re endotoxin; (Kdo)<sub>2</sub>-lipid A; "
pGpp	"guanosine 5'-monophosphate,3'-diphosphate; "
6-bromomaleylpyruvate	
"curcumin 4'-O-&beta;-D-gentiobioside"	
<I>p</I>-cumate	"4-isopropylbenzoic acid; cuminic acid; "
N-vanillyl octanamide	
1,3,6,8-naphthalenetetrol	"1,3,6,8-tetrahydroxynaphthalene; THN; "
3-methyl-pyrroline-5-carboxylate	"3-methyl-&Delta;1-pyrroline-5-carboxylic acid; 3-methyl-pyrroline-5-carboxylic acid; "
4-toluenecarboxylate-adenylate	
"&alpha;-cubebene"	
3-methoxybenzoate	"3-methoxybenzoic acid; "
OPC8-3-ketoacyl-CoA	
zwittermicin A	
"5-phospho-&alpha;-D-ribose 1,2-cyclic phosphate"	"5-phospho-&alpha;-D-ribosyl 1,2-cyclic phosphate; &alpha;-D-ribose-1,2-cyclic-phosphate 5-phosphate; "
pregnenolone	"3beta-hydroxypregn-5-en-20-one; 3-&beta;-hydroxypregn-5-en-20-one; 1-[(3-hydroxy-10,13-dimethyl-2,3,4,7,8,9,10,11,12,13,14,15,16, 17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl)]ethanone; 5-pregnen-3-&beta;-ol-20-one; "
glycyrrhetinate	"glycyrrhetinic acid; glycyrrhetin; 3-&beta;-hydroxyglycyrrhetinate; uralenic acid; enoxolone; "
1-amino-1-deoxy-<i>scyllo</i>-inositol	"<i>scyllo</i>-inosamine; "
3-acetyl pyridine adenine dinucleotide	"3-acetylpyridine-NAD; "
3-<i>O</i>-methylgallate	
"(+)-sesaminol 2-<i>O</i>-&beta;-<i>D</i>-glucoside"	
cucurbitacin B	
N-(4-hydroxybenzoyl)-L-glutamate	"4HBA-Glu; N-(4-hydroxybenzoyl)-L-glutamic acid; "
P1,P4-bis(5'-guanosyl) tetraphosphate	"bis(5'-guanosyl) tetraphosphate; "
methylarsonate	"MMA<sup>V</sup>; "
6,9-nonacosadiene	
proto-zwittermicin A	
3-oxo-(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosahexaenoyl-CoA	"3-oxo-(6Z,9Z,12Z,15Z,18Z,21Z)-tetracosa-6,9,12,15,18,21-hexaenoyl-CoA; "
3-dehydrocarnitine	"3-de-H-carnitine; "
"dTDP-&alpha;-D-olivose"	
sphingosylphosphorylcholine	"sphingosyl-phosphocholine; "
D-hexose 6-phosphate	
9,10-epoxy-12-cis-octadecenoate	"9,10-epoxy-12-cis-octadecenoic acid; "
O-succinyl-L-homoserine	"O-succinyl-homoserine; succinyl-homoserine; "
naproxen	"Antalgin; (S)-6-Methoxy-alpha-methyl-2-naphthaleneacetate; Anaprox; Apranax; (2S)-2-(6-methoxynaphthalen-2-yl)propanoate; Aleve; (S)-naproxen; "
(<i>S</i>)-dihydroorotate	"L-dihydroorotate; (<i>S</i>)-4,5-dihydroorotate; dihydro-L-orotate; (<i>S</i>)-4-pyrimidinecarboxylic acid; L-4,5-dihydroorotate; 4,5-dihydro-L-orotate; (<i>S</i>)-4,5-dihydroorotic acid; 4-pyrimidinecarboxylic acid, hexahydro-2,6-dioxo-; (<i>S</i>)-hydroorotic acid; (<i>S</i>)-di-H-orotate; "
